base_strc,alloy,x,version,cation,cation_no,angle_label,angle_pair,bond_angle_deg
InN,Y,0.056,v1,In,29,N-In-N,3-4,110.9172
InN,Y,0.056,v1,In,30,N-In-N,1-2,112.4954
InN,Y,0.056,v1,In,30,N-In-N,1-3,107.4106
InN,Y,0.056,v1,In,30,N-In-N,1-4,111.2856
InN,Y,0.056,v1,In,30,N-In-N,2-3,106.7697
InN,Y,0.056,v1,In,30,N-In-N,2-4,111.027
InN,Y,0.056,v1,In,30,N-In-N,3-4,107.5546
InN,Y,0.056,v1,In,31,N-In-N,1-2,107.5219
InN,Y,0.056,v1,In,31,N-In-N,1-3,110.861
InN,Y,0.056,v1,In,31,N-In-N,1-4,110.8607
InN,Y,0.056,v1,In,31,N-In-N,2-3,108.5766
InN,Y,0.056,v1,In,31,N-In-N,2-4,108.5764
InN,Y,0.056,v1,In,31,N-In-N,3-4,110.3446
InN,Y,0.056,v1,In,32,N-In-N,1-2,107.6325
InN,Y,0.056,v1,In,32,N-In-N,1-3,107.966
InN,Y,0.056,v1,In,32,N-In-N,1-4,108.0314
InN,Y,0.056,v1,In,32,N-In-N,2-3,110.8332
InN,Y,0.056,v1,In,32,N-In-N,2-4,111.0225
InN,Y,0.056,v1,In,32,N-In-N,3-4,111.1961
InN,Y,0.056,v1,In,33,N-In-N,1-2,108.3942
InN,Y,0.056,v1,In,33,N-In-N,1-3,108.4587
InN,Y,0.056,v1,In,33,N-In-N,1-4,107.4356
InN,Y,0.056,v1,In,33,N-In-N,2-3,110.3639
InN,Y,0.056,v1,In,33,N-In-N,2-4,110.9398
InN,Y,0.056,v1,In,33,N-In-N,3-4,111.1304
InN,Y,0.056,v1,In,34,N-In-N,1-2,109.2036
InN,Y,0.056,v1,In,34,N-In-N,1-3,110.7612
InN,Y,0.056,v1,In,34,N-In-N,1-4,108.8103
InN,Y,0.056,v1,In,34,N-In-N,2-3,110.9253
InN,Y,0.056,v1,In,34,N-In-N,2-4,109.149
InN,Y,0.056,v1,In,34,N-In-N,3-4,107.9443
InN,Y,0.056,v1,Y,35,N-Y-N,1-2,112.0022
InN,Y,0.056,v1,Y,35,N-Y-N,1-3,112.0024
InN,Y,0.056,v1,Y,35,N-Y-N,1-4,106.8832
InN,Y,0.056,v1,Y,35,N-Y-N,2-3,112.17
InN,Y,0.056,v1,Y,35,N-Y-N,2-4,106.6699
InN,Y,0.056,v1,Y,35,N-Y-N,3-4,106.6693
InN,Y,0.056,v1,Y,36,N-Y-N,1-2,111.1583
InN,Y,0.056,v1,Y,36,N-Y-N,1-3,111.9765
InN,Y,0.056,v1,Y,36,N-Y-N,1-4,107.2083
